step,nowcast_date,epoch,train_loss
0,2018-11-30,1,179.09804992675782
0,2018-11-30,2,124.09592132568359
0,2018-11-30,3,94.42039794921875
0,2018-11-30,4,72.28855895996094
0,2018-11-30,5,65.1184066772461
0,2018-11-30,6,52.17757720947266
0,2018-11-30,7,53.715345764160155
0,2018-11-30,8,43.55598335266113
0,2018-11-30,9,39.10013885498047
0,2018-11-30,10,34.243365621566774
0,2018-11-30,11,17.592615699768068
0,2018-11-30,12,26.34016532897949
0,2018-11-30,13,27.65396194458008
0,2018-11-30,14,22.48158049583435
0,2018-11-30,15,24.992259979248047
0,2018-11-30,16,20.40571322441101
0,2018-11-30,17,18.52336688041687
0,2018-11-30,18,18.726872825622557
0,2018-11-30,19,17.982704877853394
0,2018-11-30,20,16.8252893447876
0,2018-11-30,21,18.77270778417587
0,2018-11-30,22,18.133145809173584
0,2018-11-30,23,18.043163776397705
0,2018-11-30,24,18.576731085777283
0,2018-11-30,25,17.60059871673584
0,2018-11-30,26,20.317279386520386
0,2018-11-30,27,19.5776239156723
0,2018-11-30,28,18.77482752799988
0,2018-11-30,29,20.23673725128174
0,2018-11-30,30,20.55173749923706
0,2018-11-30,31,15.281490182876587
0,2018-11-30,32,19.436102867126465
0,2018-11-30,33,17.6895809173584
0,2018-11-30,34,16.5389045715332
0,2018-11-30,35,17.57457513809204
0,2018-11-30,36,19.463020753860473
0,2018-11-30,37,16.28998875617981
0,2018-11-30,38,20.622928953170778
0,2018-11-30,39,17.02846050262451
0,2018-11-30,40,20.170814776420592
0,2018-11-30,41,18.096536612510683
0,2018-11-30,42,19.802371430397034
0,2018-11-30,43,18.352230930328368
0,2018-11-30,44,20.08062152862549
0,2018-11-30,45,18.573983943462373
0,2018-11-30,46,16.43030152320862
0,2018-11-30,47,19.068150997161865
0,2018-11-30,48,17.753299129009246
0,2018-11-30,49,16.634185719490052
0,2018-11-30,50,16.582484710216523
0,2018-11-30,51,15.99228394627571
0,2018-11-30,52,17.07002897262573
0,2018-11-30,53,17.941116952896117
0,2018-11-30,54,17.456383752822877
0,2018-11-30,55,18.321825408935545
0,2018-11-30,56,14.30537543296814
0,2018-11-30,57,7.015078711509704
0,2018-11-30,58,5.620081806182862
0,2018-11-30,59,12.958917379379272
0,2018-11-30,60,14.364761185646056
0,2018-11-30,61,24.461521482467653
0,2018-11-30,62,9.21441342830658
0,2018-11-30,63,6.8290314197540285
0,2018-11-30,64,4.3407029747962955
0,2018-11-30,65,11.375015199184418
0,2018-11-30,66,4.365158224105835
0,2018-11-30,67,10.986347258090973
0,2018-11-30,68,11.911802220344544
0,2018-11-30,69,10.95633249282837
0,2018-11-30,70,14.806420552730561
0,2018-11-30,71,11.83382761478424
0,2018-11-30,72,10.760297095775604
0,2018-11-30,73,10.30773138999939
0,2018-11-30,74,14.076523375511169
0,2018-11-30,75,7.994136571884155
0,2018-11-30,76,8.973488557338715
0,2018-11-30,77,4.713286399841309
0,2018-11-30,78,3.451842188835144
0,2018-11-30,79,4.215529489517212
0,2018-11-30,80,3.239649212360382
0,2018-11-30,81,2.8247362971305847
0,2018-11-30,82,2.849181866645813
0,2018-11-30,83,2.8009373545646667
0,2018-11-30,84,2.459946668148041
0,2018-11-30,85,2.6376786172389983
0,2018-11-30,86,2.8347880125045775
0,2018-11-30,87,1.423225224018097
0,2018-11-30,88,2.903193199634552
0,2018-11-30,89,3.00219407081604
0,2018-11-30,90,1.3860834836959839
0,2018-11-30,91,5.370229744911194
0,2018-11-30,92,3.0555134296417235
0,2018-11-30,93,3.491076183319092
0,2018-11-30,94,2.586733651161194
0,2018-11-30,95,3.6616890668869018
0,2018-11-30,96,2.8535497307777407
0,2018-11-30,97,3.009233832359314
0,2018-11-30,98,3.222390592098236
0,2018-11-30,99,2.5667240619659424
0,2018-11-30,100,1.3261467576026917
0,2018-11-30,101,2.595728039741516
0,2018-11-30,102,2.834076631069183
0,2018-11-30,103,3.1347766399383543
0,2018-11-30,104,2.63203547000885
0,2018-11-30,105,2.6633503437042236
0,2018-11-30,106,1.148706591129303
0,2018-11-30,107,4.557380568981171
0,2018-11-30,108,1.683925175666809
0,2018-11-30,109,3.1436867356300353
0,2018-11-30,110,2.760511589050293
0,2018-11-30,111,3.0546770691871643
0,2018-11-30,112,2.6128090262413024
0,2018-11-30,113,1.7061670184135438
0,2018-11-30,114,1.1738593578338623
0,2018-11-30,115,1.8378983974456786
0,2018-11-30,116,0.9105792880058289
0,2018-11-30,117,1.2600887894630433
0,2018-11-30,118,1.0435247778892518
0,2018-11-30,119,2.4707087978720663
0,2018-11-30,120,0.8411439061164856
0,2018-11-30,121,3.0941651105880736
0,2018-11-30,122,1.440244448184967
0,2018-11-30,123,1.3253332287073136
0,2018-11-30,124,1.1268764346837998
0,2018-11-30,125,0.7302900195121765
0,2018-11-30,126,1.3232544541358948
0,2018-11-30,127,2.0713346719741823
0,2018-11-30,128,1.2339259505271911
0,2018-11-30,129,1.3233713865280152
0,2018-11-30,130,0.7721750974655152
0,2018-11-30,131,1.8313864707946776
0,2018-11-30,132,1.5956638693809508
0,2018-11-30,133,1.3324796557426453
0,2018-11-30,134,2.413347417116165
0,2018-11-30,135,2.38756178021431
0,2018-11-30,136,2.4712459206581117
0,2018-11-30,137,2.837809109687805
0,2018-11-30,138,2.2846260875463487
0,2018-11-30,139,2.440573674440384
0,2018-11-30,140,2.7944014191627504
0,2018-11-30,141,2.686673891544342
0,2018-11-30,142,2.3751606941223145
0,2018-11-30,143,2.4021769046783445
0,2018-11-30,144,2.4516894578933717
0,2018-11-30,145,2.6258041143417357
0,2018-11-30,146,2.5654606580734254
0,2018-11-30,147,3.3325223445892336
0,2018-11-30,148,2.872448217868805
0,2018-11-30,149,2.288759270310402
0,2018-11-30,150,2.224329888820648
0,2018-11-30,151,2.2361092448234556
0,2018-11-30,152,2.2734844744205476
0,2018-11-30,153,2.23354452252388
0,2018-11-30,154,2.3781250536441805
0,2018-11-30,155,2.2013728499412535
0,2018-11-30,156,2.284855139255524
0,2018-11-30,157,2.1949191212654116
0,2018-11-30,158,2.125361907482147
0,2018-11-30,159,1.5216503143310547
0,2018-11-30,160,1.7720003962516784
0,2018-11-30,161,0.6797542572021484
0,2018-11-30,162,2.18035574555397
0,2018-11-30,163,0.8148353695869446
0,2018-11-30,164,1.6798350811004639
0,2018-11-30,165,0.7909127235412597
0,2018-11-30,166,1.7597581386566161
0,2018-11-30,167,1.2515798330307006
0,2018-11-30,168,0.8135233640670776
0,2018-11-30,169,1.0198437988758087
0,2018-11-30,170,0.9161009550094604
0,2018-11-30,171,1.514504599571228
0,2018-11-30,172,0.8984362840652466
0,2018-11-30,173,4.763247442245484
0,2018-11-30,174,2.8777564734220507
0,2018-11-30,175,1.7864408373832703
0,2018-11-30,176,1.030873966217041
0,2018-11-30,177,2.4271803975105284
0,2018-11-30,178,1.0006124258041382
0,2018-11-30,179,3.191329026222229
0,2018-11-30,180,2.301725161075592
0,2018-11-30,181,1.7275282382965087
0,2018-11-30,182,3.1665175914764405
0,2018-11-30,183,1.0061432480812074
0,2018-11-30,184,2.0734270334243776
0,2018-11-30,185,1.3160111546516418
0,2018-11-30,186,2.277077394723892
0,2018-11-30,187,1.0330528378486634
0,2018-11-30,188,2.6056465208530426
0,2018-11-30,189,1.9421619176864624
0,2018-11-30,190,0.954384708404541
0,2018-11-30,191,1.202193033695221
0,2018-11-30,192,0.7438107013702393
0,2018-11-30,193,1.2869608759880067
0,2018-11-30,194,1.0787814438343049
0,2018-11-30,195,1.7534208357334138
0,2018-11-30,196,1.1299119949340821
0,2018-11-30,197,1.5867968797683716
0,2018-11-30,198,0.8043172359466553
0,2018-11-30,199,0.8494373381137847
0,2018-11-30,200,0.792642068862915
